"english","target","hint","explanation","level"
"She opened the laptop on the train.","Sie hat den Laptop im Zug aufgeklappt.","Separable Partizip keeps the prefix.","Mondatváza:
`Pozíció 1 + hat (V2) + középmező + Partizip II / további infinitív`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („hat”) pedig a második mondatrészben. Perfektben a haben/sein segédige ragozott alakja áll V2-ben, a Partizip II pedig a főmondat végén zárja a mondatkeretet.

A középmező logikája:
A hely- vagy irányhatározó rendszerint a tárgyak/idő után, de a mondatzáró igei rész előtt helyezkedik el.

Szavak és vonzatok:
A mondatban nincs különleges esetvonzat a fő szerkezeti szabályon túl; a névelők és melléknévi végződések az adott főnév neméhez, számához és esetéhez igazodnak.

Gyors igeelemzés:
Ragozott ige: „hat” (haben); hozzávetőleges helye: 2. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","B1"
"My neighbour helped me repair the bicycle.","Mein Nachbar hat mir bei der Fahrradreparatur geholfen.","helfen takes dative.","Mondatváza:
`Pozíció 1 + hat (V2) + középmező + Partizip II / további infinitív`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („hat”) pedig a második mondatrészben. Perfektben a haben/sein segédige ragozott alakja áll V2-ben, a Partizip II pedig a főmondat végén zárja a mondatkeretet.

A középmező logikája:
A rövid névmási elem korán jelenik meg a középmezőben; a németben a névmások általában megelőzik a teljes főnévi szerkezeteket.

Szavak és vonzatok:
A „helfen” Dativot vonz: „mir”; a „bei” szintén Dativot kér.

Gyors igeelemzés:
Ragozott ige: „hat” (haben); hozzávetőleges helye: 3. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","A2"
"At last I understood the difference.","Endlich habe ich den Unterschied verstanden.","Irregular Partizip II: verstanden.","Mondatváza:
`Pozíció 1 + habe (V2) + középmező + Partizip II / további infinitív`

Szórend – miért így:
A mondat első helyét a kiemelt körülmény („Endlich …”) foglalja el; emiatt az alany a ragozott ige után következik. A német főmondatban a ragozott ige ettől még a második mondatrész marad. Perfektben a haben/sein segédige ragozott alakja áll V2-ben, a Partizip II pedig a főmondat végén zárja a mondatkeretet.

A középmező logikája:
A középmezőben a már ismert/rövid elemek többnyire előrébb, a hosszabb vagy új információt hordozó elemek később állnak; a legszorosabban az igéhez tartozó elem gyakran közvetlenül a mondatzáró ige előtt jelenik meg.

Szavak és vonzatok:
A mondatban nincs különleges esetvonzat a fő szerkezeti szabályon túl; a névelők és melléknévi végződések az adott főnév neméhez, számához és esetéhez igazodnak.

Gyors igeelemzés:
Ragozott ige: „habe” (haben); hozzávetőleges helye: 2. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","A2"
"I tried to call you three times.","Ich habe dreimal versucht, dich anzurufen.","versuchen + zu-infinitive.","Mondatváza:
`Pozíció 1 + habe (V2) + középmező + Partizip II / további infinitív`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („habe”) pedig a második mondatrészben. Perfektben a haben/sein segédige ragozott alakja áll V2-ben, a Partizip II pedig a főmondat végén zárja a mondatkeretet.

A középmező logikája:
A középmezőben a már ismert/rövid elemek többnyire előrébb, a hosszabb vagy új információt hordozó elemek később állnak; a legszorosabban az igéhez tartozó elem gyakran közvetlenül a mondatzáró ige előtt jelenik meg.

Szavak és vonzatok:
A „versuchen” után zu-infinitív áll; elváló igénél a „zu” az igekötő és az igető közé kerül: an-zurufen. Beszélt nyelvben az „ich habe” végéről gyakran elmarad az -e: „ich hab”.

Gyors igeelemzés:
Ragozott ige: „habe” (haben); hozzávetőleges helye: 2. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","A2"
"After the rain, the air suddenly became cool.","Nach dem Regen ist die Luft plötzlich kühl geworden.","Change of state Perfekt uses sein.","Mondatváza:
`Pozíció 1 + ist (V2) + középmező + Partizip II / további infinitív`

Szórend – miért így:
A mondat első helyét a kiemelt körülmény („Nach …”) foglalja el; emiatt az alany a ragozott ige után következik. A német főmondatban a ragozott ige ettől még a második mondatrész marad. Perfektben a haben/sein segédige ragozott alakja áll V2-ben, a Partizip II pedig a főmondat végén zárja a mondatkeretet.

A középmező logikája:
Az időhatározó általában elöl vagy a középmező elején áll, mert keretet ad az eseménynek.

Szavak és vonzatok:
A mondatban nincs különleges esetvonzat a fő szerkezeti szabályon túl; a névelők és melléknévi végződések az adott főnév neméhez, számához és esetéhez igazodnak.

Gyors igeelemzés:
Ragozott ige: „ist” (sein); hozzávetőleges helye: 4. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","A2"
"The neighbour saw who took the parcel.","Der Nachbar hat gesehen, wer das Paket genommen hat.","Perfekt main clause; subordinate verb at end.","Mondatváza:
`Pozíció 1 + hat (V2) + középmező + Partizip II / további infinitív`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („hat”) pedig a második mondatrészben. Perfektben a haben/sein segédige ragozott alakja áll V2-ben, a Partizip II pedig a főmondat végén zárja a mondatkeretet. A kötőszóval vagy kérdőszóval bevezetett mellékmondatban a ragozott ige a tagmondat végére kerül. Ha a mellékmondat áll elöl, az egész mellékmondat tölti ki a főmondat első helyét, ezért utána rögtön a főmondati ige következik.

A középmező logikája:
A középmezőben a már ismert/rövid elemek többnyire előrébb, a hosszabb vagy új információt hordozó elemek később állnak; a legszorosabban az igéhez tartozó elem gyakran közvetlenül a mondatzáró ige előtt jelenik meg.

Szavak és vonzatok:
A mondatban nincs különleges esetvonzat a fő szerkezeti szabályon túl; a névelők és melléknévi végződések az adott főnév neméhez, számához és esetéhez igazodnak.

Gyors igeelemzés:
Ragozott ige: „hat” (haben); hozzávetőleges helye: 3. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","A1"
"Lena left before I could say goodbye.","Lena ist gegangen, bevor ich mich verabschieden konnte.","Movement Perfekt uses sein.","Mondatváza:
`Pozíció 1 + ist (V2) + középmező + Partizip II / további infinitív`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („ist”) pedig a második mondatrészben. Perfektben a haben/sein segédige ragozott alakja áll V2-ben, a Partizip II pedig a főmondat végén zárja a mondatkeretet. A kötőszóval vagy kérdőszóval bevezetett mellékmondatban a ragozott ige a tagmondat végére kerül. Ha a mellékmondat áll elöl, az egész mellékmondat tölti ki a főmondat első helyét, ezért utána rögtön a főmondati ige következik.

A középmező logikája:
A középmezőben a már ismert/rövid elemek többnyire előrébb, a hosszabb vagy új információt hordozó elemek később állnak; a legszorosabban az igéhez tartozó elem gyakran közvetlenül a mondatzáró ige előtt jelenik meg.

Szavak és vonzatok:
A mondatban nincs különleges esetvonzat a fő szerkezeti szabályon túl; a névelők és melléknévi végződések az adott főnév neméhez, számához és esetéhez igazodnak.

Gyors igeelemzés:
Ragozott ige: „ist” (sein); hozzávetőleges helye: 2. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","A1"
"The baby woke up when the door slammed shut.","Das Baby ist aufgewacht, als die Tür zufiel.","Single past event uses als.","Mondatváza:
`Pozíció 1 + ist (V2) + középmező + Partizip II / további infinitív`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („ist”) pedig a második mondatrészben. Perfektben a haben/sein segédige ragozott alakja áll V2-ben, a Partizip II pedig a főmondat végén zárja a mondatkeretet.

A középmező logikája:
A középmezőben a már ismert/rövid elemek többnyire előrébb, a hosszabb vagy új információt hordozó elemek később állnak; a legszorosabban az igéhez tartozó elem gyakran közvetlenül a mondatzáró ige előtt jelenik meg.

Szavak és vonzatok:
A mondatban nincs különleges esetvonzat a fő szerkezeti szabályon túl; a névelők és melléknévi végződések az adott főnév neméhez, számához és esetéhez igazodnak.

Gyors igeelemzés:
Ragozott ige: „ist” (sein); hozzávetőleges helye: 3. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","A2"
"Tom stayed even though the last bus had already left.","Tom ist geblieben, obwohl der letzte Bus schon weg war.","obwohl sends the verb to the end.","Mondatváza:
`Pozíció 1 + ist (V2) + középmező + Partizip II / további infinitív`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („ist”) pedig a második mondatrészben. Perfektben a haben/sein segédige ragozott alakja áll V2-ben, a Partizip II pedig a főmondat végén zárja a mondatkeretet. A kötőszóval vagy kérdőszóval bevezetett mellékmondatban a ragozott ige a tagmondat végére kerül. Ha a mellékmondat áll elöl, az egész mellékmondat tölti ki a főmondat első helyét, ezért utána rögtön a főmondati ige következik.

A középmező logikája:
A középmezőben a már ismert/rövid elemek többnyire előrébb, a hosszabb vagy új információt hordozó elemek később állnak; a legszorosabban az igéhez tartozó elem gyakran közvetlenül a mondatzáró ige előtt jelenik meg.

Szavak és vonzatok:
A mondatban nincs különleges esetvonzat a fő szerkezeti szabályon túl; a névelők és melléknévi végződések az adott főnév neméhez, számához és esetéhez igazodnak.

Gyors igeelemzés:
Ragozott ige: „ist” (sein); hozzávetőleges helye: 2. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","A2"
"He imagined what his life by the sea would be like.","Er hat sich vorgestellt, wie sein Leben am Meer wäre.","Reflexive Perfekt plus indirect question.","Mondatváza:
`Pozíció 1 + hat (V2) + középmező + Partizip II / további infinitív`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („hat”) pedig a második mondatrészben. Perfektben a haben/sein segédige ragozott alakja áll V2-ben, a Partizip II pedig a főmondat végén zárja a mondatkeretet.

A középmező logikája:
A középmezőben a már ismert/rövid elemek többnyire előrébb, a hosszabb vagy új információt hordozó elemek később állnak; a legszorosabban az igéhez tartozó elem gyakran közvetlenül a mondatzáró ige előtt jelenik meg.

Szavak és vonzatok:
A mondatban nincs különleges esetvonzat a fő szerkezeti szabályon túl; a névelők és melléknévi végződések az adott főnév neméhez, számához és esetéhez igazodnak.

Gyors igeelemzés:
Ragozott ige: „hat” (haben); hozzávetőleges helye: 2. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","A2"
"The doctor helped me even though her shift was over.","Die Ärztin hat mir geholfen, obwohl sie Feierabend hatte.","helfen takes dative; obwohl verb-final.","Mondatváza:
`Pozíció 1 + hat (V2) + középmező + Partizip II / további infinitív`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („hat”) pedig a második mondatrészben. Perfektben a haben/sein segédige ragozott alakja áll V2-ben, a Partizip II pedig a főmondat végén zárja a mondatkeretet. A kötőszóval vagy kérdőszóval bevezetett mellékmondatban a ragozott ige a tagmondat végére kerül. Ha a mellékmondat áll elöl, az egész mellékmondat tölti ki a főmondat első helyét, ezért utána rögtön a főmondati ige következik.

A középmező logikája:
A rövid névmási elem korán jelenik meg a középmezőben; a németben a névmások általában megelőzik a teljes főnévi szerkezeteket.

Szavak és vonzatok:
A mondatban nincs különleges esetvonzat a fő szerkezeti szabályon túl; a névelők és melléknévi végződések az adott főnév neméhez, számához és esetéhez igazodnak.

Gyors igeelemzés:
Ragozott ige: „hat” (haben); hozzávetőleges helye: 3. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","A2"
